header;url;nb_points;theme;duree;sujet_url;correction_url
Scintigraphie thyroïdienne;https://labolycee.org/scintigraphie-thyroidienne;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Reunion-Sujet-Exo3-Scintigraphie-4pts.pdf;https://www.labolycee.org/sites/default/files/2024-01/2005-Reunion-Correction-Exo3-Scintigraphie-4pts.pdf
Le polonium;https://labolycee.org/le-polonium;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-09-Polynesie-Exo3-Polonium-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-09-Polynesie-Correction-Exo3-Polonium-4pts.pdf
Deux isotopes de liode pour étudier la thyroïde;https://labolycee.org/deux-isotopes-de-liode-pour-etudier-la-thyroide;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/2024-01/2004-11-NelleCaledonie-Sujet-Exo1-Iode-Thyroide-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-11-NelleCaledonie-Correction-Exo1-Iode-Thyroide-4pts.pdf
La tomographie par émission de positons: une technique dimagerie médicale;https://labolycee.org/la-tomographie-par-emission-de-positons-une-technique-dimagerie-medicale;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-03-NelleCaledonie-Sujet-Exo1-Tomographie-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-03-NelleCaledonie-Correction-Exo1-Tomographie-4pts.pdf
Le radon un danger méconnu;https://labolycee.org/le-radon-un-danger-meconnu;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-AmSud-Sujet-Exo1-Radon-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-AmSud-Correction-Exo1-Radon-4pts.pdf
Lâge de la Terre;https://labolycee.org/lage-de-la-terre;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Decroissance;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-09-Antilles-Sujet-Exo1-AgeTerre-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-09-Antilles-Correction-Exo1-AgeTerre-4pts.pdf
Radioactivité et datation au carbone 14;https://labolycee.org/radioactivite-et-datation-au-carbone-14;4 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Reunion-Exo3-Sujet-RadiactiviteC14-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Reunion-Exo3-Correction-RadiactiviteC14-4pts.pdf
La radioactivité au service de larchéologie;https://labolycee.org/la-radioactivite-au-service-de-larcheologie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-National-Exo1-Sujet-radioactivite-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-National-Exo1-Correction-radioactivite-5-5pts.pdf
Datation des séismes en Californie;https://labolycee.org/datation-des-seismes-en-californie;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-11-NelleCaledonie-Sujet-Exo3-Datation-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-11-NelleCaledonie-Correction-Exo3-Datation-5-5pts.pdf
Enquête sur un homicide;https://labolycee.org/enquete-sur-un-homicide;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Liban-Sujet-Exo2-Enquete_sur_un_homicide.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Liban-correction-Exo2-Enquete_sur_un_homicide.pdf
Datation au carbone 14;https://labolycee.org/datation-au-carbone-14;5 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/2025-03/2004-Maroc-Sujet-Datation_0.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Maroc-correction-Datation.pdf
Les applications technologiques de la radioactivité;https://labolycee.org/les-applications-technologiques-de-la-radioactivite;6 points;Bac S 2003-2012 | Tronc commun | Physique | Transformations nucléaires | Datation;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Asie-Sujet-Nucleaire-Medecine-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Asie-Correction-Nucleaire-Medecine-6-5pts.pdf
Déchets radioactifs et synthèse organique;https://labolycee.org/dechets-radioactifs-et-synthese-organique;8 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Physique | Transformations nucléaires;1 heure 44 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-09-Antilles-Exo1-Sujet-Nucleaire-Ester-8pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-09-Antilles-Exo1-Correction-Nucleaire-Ester-8pts.pdf
A propos des sous-marins;https://labolycee.org/propos-des-sous-marins;5 points;Bac S 2003-2012 | Tronc commun | Physique | Évolution temporelle des systèmes mécaniques | Transformations nucléaires;1 heure 5 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-11-NelleCaledo-Exo2-Sujet-SSMarinNucleaire-5-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-11-NelleCaledo-Exo2-Correction-SSMarinNucleaire-5-5pts.pdf
Mission sur mars;https://labolycee.org/mission-sur-mars;7 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Physique | Évolution temporelle des systèmes mécaniques | Transformations nucléaires;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-Antilles-Exo1-Sujet-Mars-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-Antilles-Exo1-Correction-Mars-7pts.pdf
Lhydrogène: un combustible davenir;https://labolycee.org/lhydrogene-un-combustible-davenir;7 points;Bac S 2003-2012 | Tronc commun | Chimie | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ? | Physique | Transformations nucléaires;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Afrique-Sujet-Exo1-Hydrogene-7pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Maroc-Correction-Exo1.pdf
Du chlore dans leau;https://labolycee.org/du-chlore-dans-leau;7 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Physique | Transformations nucléaires;1 heure 31 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-09-National-Sujet-Du_chlore_dans_eau.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-09-National-correction-chlore_eau.pdf
Feu dartifice et élément cuivre;https://labolycee.org/feu-dartifice-et-element-cuivre;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Physique | Évolution temporelle des systèmes mécaniques;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-11-NelleCaledo-Exo1-Sujet-Feu-artifice-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-11-NelleCaledo-Exo1-Correction-Feu-artifice-6-5pts.pdf
Histoire des savons;https://labolycee.org/histoire-des-savons;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-09-National-Exo3-Sujet-Savons-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-09-National-Exo3-Correction-Savons-4pts.pdf
Un constituant du beurre;https://labolycee.org/un-constituant-du-beurre;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-03-NelleCaledo-Exo3-Sujet-Beurre-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-03-NelleCaledo-Exo3-Correction-Beurre-4pts.pdf
Un biocarburant : le Diester;https://labolycee.org/un-biocarburant-le-diester;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-Polynesie-Exo1-Sujet-diester-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-Polynesie-Exo1-Correction-diester-6-5pts.pdf
Utilisons le beurre pour dissoudre une tache de graisse!;https://labolycee.org/utilisons-le-beurre-pour-dissoudre-une-tache-de-graisse;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-Afrique-Sujet-Exo3-Beurre-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2005/2005-Maroc-Correction-Exo3.pdf
Préparation dun savon parfumé à la lavande;https://labolycee.org/preparation-dun-savon-parfume-la-lavande;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-AmSud-Sujet-Exo3-SavonLavande.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-AmSud-Correction-Exo3-SavonLavande.pdf
Fabrication et propriétés dun savon;https://labolycee.org/fabrication-et-proprietes-dun-savon;4 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | Savon;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Asie-Sujet-Exo1-Savon-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Asie-Exo1-Savon-correction.pdf
Détermination de la teneur en élément azote dun engrais;https://labolycee.org/determination-de-la-teneur-en-element-azote-dun-engrais;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-USA-Exo1-Sujet-Azote-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-USA-Exo1-Correction-Azote-6-5pts.pdf
pH dun mélange;https://labolycee.org/ph-dun-melange;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-Liban-Exo3-Sujet-pHpKa-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-Liban-Exo3-Correction-pHpKa-4pts.pdf
Détermination de la constante dacidité dun indicateur coloré: le vert de bromocrésol;https://labolycee.org/determination-de-la-constante-dacidite-dun-indicateur-colore-le-vert-de-bromocresol;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-AmSud-Exo1-Sujet-pKaVertBromo-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-AmSud-Exo1-Correction-pKaVertBromo-4pts.pdf
A quoi est due la couleur des fleurs dhortensias;https://labolycee.org/quoi-est-due-la-couleur-des-fleurs-dhortensias;2 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;26 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2005/2005-09-Antilles-Sujet-Exo2-Hortensias-2-5pts.pdf;https://www.labolycee.org/sites/default/files/2021-03/2005-09-Antilles-Correction-Exo2-Hortensias-2-5pts.pdf
Aïe, jai une crampe;https://labolycee.org/aie-jai-une-crampe;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/2026-02/2004-Polynesie-Sujet-Exo1-Crampe.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-Polynesie-Correction-Exo1-pHsang.pdf
Réactions acido-basiques;https://labolycee.org/reactions-acido-basiques;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours totale ? | pH;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2003/2003-Afrique-Sujet-Exo3-Acido-basique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2003/2003-Afrique-Correction-Exo3-Acide-base.pdf
Etude cinétique dune réaction;https://labolycee.org/etude-cinetique-dune-reaction;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Conductimetrie;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Afrique-Exo3-Sujet-Cinetique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Afrique-Exo3-Correction-Cinetique.pdf
Corrosion des gouttières;https://labolycee.org/corrosion-des-gouttieres;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Pression;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-National-Exo2-Sujet-Corrosion-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-National-Exo2-Correction-Corrosion-6-5pts.pdf
Chimie et spéléologie;https://labolycee.org/chimie-et-speleologie;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | Pression;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2004/2004-Liban-Sujet-Exo1-Chimie-Speleologie.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2004/2004-liban-correction-Exo1-Chimie-Speleologie.pdf
Oxydation du propan-2-ol;https://labolycee.org/oxydation-du-propan-2-ol;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2009/2009-09-Polynesie-Exo3-Sujet-Cinetique-Titrage-Propan-2-ol-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2009/2009-09-Polynesie-Exo3-Correction-Cinetique-Titrage-Propan-2-ol-4pts.pdf
Synthèse dun composé aromatique présent dans lolivier de Bohème;https://labolycee.org/synthese-dun-compose-aromatique-present-dans-lolivier-de-boheme;6 points;Bac S 2003-2012 | Tronc commun | Chimie | Comment le chimiste contrôle-t-il les transformations de la matière ? | La transformation d'un système chimique est-elle toujours rapide ? | La transformation d'un système chimique est-elle toujours totale ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Antilles-Exo1-Sujet-BenzoateEthyle-6.5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Antilles-Exo1-Correction-BenzoateMethyle-5.5pts.pdf
Etude cinétique de la réaction de dismutation de leau oxygénée;https://labolycee.org/etude-cinetique-de-la-reaction-de-dismutation-de-leau-oxygenee;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | La transformation d'un système chimique est-elle toujours totale ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2007/2007-Reunion-Exo1-Sujet-Dismutation-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2007/2007-Reunion-Exo1-Correction-Dismutation-6-5pts.pdf
La bouteille magique;https://labolycee.org/la-bouteille-magique;4 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ?;52 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2008/2008-Afrique-Exo3-Sujet-BouteilleMagique-4pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2008/2008-Afrique-Exo3-Correction-BouteilleMagique-4pts.pdf
Comme un poisson dans leau;https://labolycee.org/comme-un-poisson-dans-leau;6 points;Bac S 2003-2012 | Tronc commun | Chimie | La transformation d'un système chimique est-elle toujours rapide ? | La transformation d'un système chimique est-elle toujours totale ? | Le sens spontané d'évolution d'un système est-il prévisible ? Peut-il être inversé ?;1 heure 18 minutes;https://www.labolycee.org/sites/default/files/exos/sujets/2006/2006-09-National-Exo1-Sujet-pHPoisson-6-5pts.pdf;https://www.labolycee.org/sites/default/files/exos/corriges/2006/2006-09-National-Exo1-Correction-pHPoisson-6-5pts.pdf
